0.003906,0.000000,0.007812,0.000000
0.000000,0.003906,0.000000,0.007813
0.007812,0.000000,0.011719,0.000000
0.011719,0.000000,0.015625,0.000000
0.000000,0.007813,0.000000,0.011719
0.000000,0.011719,0.000000,0.015625
0.015625,0.000000,0.019531,0.000000
0.019531,0.000000,0.023437,0.000000
0.023437,0.000000,0.027344,0.000000
0.027344,0.000000,0.031250,0.000000
0.000000,0.015625,0.000000,0.019531
0.000000,0.019531,0.000000,0.023438
0.000000,0.023438,0.000000,0.027344
0.000000,0.027344,0.000000,0.031250
0.031250,0.000000,0.035156,0.000000
0.035156,0.000000,0.039062,0.000000
0.039062,0.000000,0.042969,0.000000
0.042969,0.000000,0.046875,0.000000
0.046875,0.000000,0.050781,0.000000
0.050781,0.000000,0.054687,0.000000
0.054687,0.000000,0.058594,0.000000
0.058594,0.000000,0.062500,0.000000
0.000000,0.031250,0.000000,0.035156
0.000000,0.035156,0.000000,0.039063
0.000000,0.039063,0.000000,0.042969
0.000000,0.042969,0.000000,0.046875
0.000000,0.046875,0.000000,0.050781
0.000000,0.050781,0.000000,0.054688
0.000000,0.054688,0.000000,0.058594
0.000000,0.058594,0.000000,0.062500
0.062500,0.000000,0.066406,0.000000
0.066406,0.000000,0.070312,0.000000
0.070312,0.000000,0.074219,0.000000
0.074219,0.000000,0.078125,0.000000
0.078125,0.000000,0.082031,0.000000
0.082031,0.000000,0.085937,0.000000
0.085937,0.000000,0.089844,0.000000
0.089844,0.000000,0.093750,0.000000
0.093750,0.000000,0.097656,0.000000
0.097656,0.000000,0.101562,0.000000
0.101562,0.000000,0.105469,0.000000
0.105469,0.000000,0.109375,0.000000
0.109375,0.000000,0.113281,0.000000
0.113281,0.000000,0.117187,0.000000
0.117187,0.000000,0.121094,0.000000
0.121094,0.000000,0.125000,0.000000
0.000000,0.062500,0.000000,0.066406
0.000000,0.066406,0.000000,0.070313
0.000000,0.070313,0.000000,0.074219
0.000000,0.074219,0.000000,0.078125
0.000000,0.078125,0.000000,0.082031
0.000000,0.082031,0.000000,0.085938
0.000000,0.085938,0.000000,0.089844
0.000000,0.089844,0.000000,0.093750
0.000000,0.093750,0.000000,0.097656
0.000000,0.097656,0.000000,0.101563
0.000000,0.101563,0.000000,0.105469
0.000000,0.105469,0.000000,0.109375
0.000000,0.109375,0.000000,0.113281
0.000000,0.113281,0.000000,0.117188
0.000000,0.117188,0.000000,0.121094
0.000000,0.121094,0.000000,0.125000
0.159103,0.242676,0.160369,0.239939
0.159103,0.242676,0.156481,0.242238
0.156481,0.242238,0.153858,0.241800
0.153858,0.241800,0.151236,0.241362
0.160369,0.239939,0.161635,0.237203
0.161635,0.237203,0.158952,0.236744
0.158952,0.236744,0.160188,0.233996
0.151236,0.241362,0.148613,0.240924
0.148613,0.240924,0.145991,0.240486
0.142283,0.242849,0.143369,0.240048
0.142283,0.242849,0.139691,0.242421
0.145991,0.240486,0.143369,0.240048
0.160188,0.233996,0.161424,0.231249
0.161424,0.231249,0.158681,0.230769
0.158681,0.230769,0.159887,0.228011
0.159887,0.228011,0.161093,0.225253
0.161093,0.225253,0.158290,0.224752
0.158290,0.224752,0.159466,0.221983
0.159466,0.221983,0.160641,0.219215
0.160641,0.219215,0.157778,0.218692
0.157778,0.218692,0.158924,0.215913
0.158924,0.215913,0.160069,0.213134
0.160069,0.213134,0.161215,0.210355
0.161215,0.210355,0.158261,0.209801
0.158261,0.209801,0.159377,0.207011
0.159377,0.207011,0.160492,0.204222
0.160492,0.204222,0.161608,0.201432
0.161608,0.201432,0.158564,0.200846
0.158564,0.200846,0.159649,0.198046
0.159649,0.198046,0.160735,0.195246
0.160735,0.195246,0.161820,0.192446
0.161820,0.192446,0.158686,0.191828
0.011695,0.240454,0.015431,0.241218
0.015431,0.241218,0.019167,0.241982
0.019167,0.241982,0.022903,0.242746
0.022903,0.242746,0.025652,0.240320
0.025652,0.240320,0.029329,0.241071
0.029329,0.241071,0.033007,0.241822
0.033007,0.241822,0.036685,0.242573
0.036685,0.242573,0.039258,0.240107
0.039258,0.240107,0.042877,0.240844
0.042877,0.240844,0.046497,0.241582
0.046497,0.241582,0.050116,0.242320
0.050116,0.242320,0.053735,0.243057
0.053735,0.243057,0.056075,0.240538
0.056075,0.240538,0.059636,0.241263
0.059636,0.241263,0.063197,0.241987
0.063197,0.241987,0.066758,0.242711
0.066758,0.242711,0.068922,0.240153
0.068922,0.240153,0.072425,0.240864
0.072425,0.240864,0.075927,0.241575
0.075927,0.241575,0.079430,0.242286
0.079430,0.242286,0.082932,0.242997
0.082932,0.242997,0.084863,0.240385
0.084863,0.240385,0.088307,0.241083
0.088307,0.241083,0.091752,0.241781
0.091752,0.241781,0.095196,0.242479
0.095196,0.242479,0.096952,0.239827
0.096952,0.239827,0.100337,0.240512
0.100337,0.240512,0.103723,0.241196
0.103723,0.241196,0.107109,0.241881
0.107109,0.241881,0.110495,0.242566
0.110495,0.242566,0.112017,0.239861
0.112017,0.239861,0.115344,0.240532
0.115344,0.240532,0.118672,0.241204
0.118672,0.241204,0.121999,0.241875
0.121999,0.241875,0.125326,0.242547
0.125326,0.242547,0.126615,0.239789
0.126615,0.239789,0.129884,0.240447
0.129884,0.240447,0.133153,0.241105
0.133153,0.241105,0.136422,0.241763
0.136422,0.241763,0.139691,0.242421
0.158686,0.191828,0.159741,0.189017
0.158695,0.185814,0.160797,0.186207
0.159741,0.189017,0.160797,0.186207
0.158364,0.142246,0.159323,0.139525
0.158990,0.167978,0.160090,0.165202
0.158806,0.162143,0.161189,0.162426
0.160090,0.165202,0.161189,0.162426
0.158935,0.179814,0.160105,0.177010
0.159033,0.173868,0.161275,0.174206
0.160105,0.177010,0.161275,0.174206
0.158695,0.185814,0.159901,0.182996
0.158935,0.179814,0.161107,0.180179
0.159901,0.182996,0.161107,0.180179
0.159033,0.173868,0.160168,0.171078
0.158990,0.167978,0.161303,0.168289
0.160168,0.171078,0.161303,0.168289
0.158480,0.156363,0.159509,0.153614
0.158014,0.150637,0.160538,0.150865
0.159509,0.153614,0.160538,0.150865
0.158806,0.162143,0.159870,0.159380
0.158480,0.156363,0.160935,0.156618
0.159870,0.159380,0.160935,0.156618
0.158014,0.150637,0.159007,0.147902
0.159007,0.147902,0.160001,0.145168
0.158364,0.142246,0.160995,0.142433
0.160001,0.145168,0.160995,0.142433
0.159323,0.139525,0.160281,0.136804
0.158503,0.133937,0.161240,0.134083
0.160281,0.136804,0.161240,0.134083
0.158503,0.133937,0.159426,0.131230
0.159426,0.131230,0.160349,0.128522
0.158430,0.125711,0.159318,0.123017
0.159318,0.123017,0.160205,0.120323
0.158145,0.117567,0.161093,0.117630
0.160205,0.120323,0.161093,0.117630
0.158430,0.125711,0.161272,0.125815
0.160349,0.128522,0.161272,0.125815
0.158465,0.106839,0.159282,0.104173
0.159282,0.104173,0.160100,0.101507
0.157721,0.098874,0.158503,0.096222
0.157721,0.098874,0.160917,0.098841
0.160100,0.101507,0.160917,0.098841
0.158145,0.117567,0.158997,0.114887
0.158997,0.114887,0.159850,0.112207
0.159850,0.112207,0.160702,0.109527
0.158465,0.106839,0.161555,0.106847
0.160702,0.109527,0.161555,0.106847
0.125000,0.000000,0.128906,0.000000
0.128906,0.000000,0.132812,0.000000
0.132812,0.000000,0.136719,0.000000
0.136719,0.000000,0.140625,0.000000
0.140625,0.000000,0.144531,0.000000
0.144531,0.000000,0.148437,0.000000
0.148437,0.000000,0.152344,0.000000
0.152344,0.000000,0.156250,0.000000
0.160156,0.000000,0.159095,0.003022
0.156250,0.000000,0.160156,0.000000
0.159095,0.003022,0.158034,0.006043
0.161898,0.006040,0.160815,0.009060
0.158034,0.006043,0.161898,0.006040
0.160815,0.009060,0.159733,0.012081
0.159733,0.012081,0.158650,0.015101
0.158650,0.015101,0.157568,0.018121
0.161348,0.018112,0.160244,0.021131
0.157568,0.018121,0.161348,0.018112
0.160244,0.021131,0.159140,0.024149
0.159140,0.024149,0.158037,0.027168
0.161753,0.027155,0.160629,0.030172
0.158037,0.027168,0.161753,0.027155
0.160629,0.030172,0.159504,0.033189
0.159504,0.033189,0.158379,0.036207
0.162032,0.036189,0.160887,0.039205
0.158379,0.036207,0.162032,0.036189
0.160887,0.039205,0.159741,0.042220
0.159741,0.042220,0.158595,0.045236
0.158595,0.045236,0.157449,0.048252
0.161018,0.048228,0.159851,0.051243
0.157449,0.048252,0.161018,0.048228
0.159851,0.051243,0.158684,0.054257
0.158684,0.054257,0.157517,0.057271
0.161023,0.057243,0.159835,0.060256
0.157517,0.057271,0.161023,0.057243
0.159835,0.060256,0.158647,0.063269
0.158647,0.063269,0.157459,0.066282
0.160901,0.066249,0.159692,0.069261
0.157459,0.066282,0.160901,0.066249
0.159692,0.069261,0.158483,0.072272
0.161883,0.072237,0.160652,0.075247
0.158483,0.072272,0.161883,0.072237
0.160652,0.075247,0.159422,0.078257
0.159422,0.078257,0.158192,0.081267
0.161529,0.081227,0.160277,0.084235
0.158192,0.081267,0.161529,0.081227
0.160277,0.084235,0.159026,0.087244
0.159026,0.087244,0.157775,0.090252
0.161048,0.090208,0.159776,0.093215
0.157775,0.090252,0.161048,0.090208
0.159776,0.093215,0.158503,0.096222
0.002927,0.243755,0.005854,0.241415
0.002927,0.243755,0.002931,0.239896
