-0.734460,0.470735,-0.724591,0.464987
-0.724591,0.464987,-0.714722,0.459240
-0.714722,0.459240,-0.704853,0.453492
-0.704853,0.453492,-0.694984,0.447744
-0.694984,0.447744,-0.685115,0.441997
-0.770173,0.601970,-0.755894,0.621181
-0.770173,0.601970,-0.761205,0.595431
-0.761205,0.595431,-0.752237,0.588893
-0.769731,0.544607,-0.756561,0.563525
-0.769731,0.544607,-0.760307,0.538473
-0.763475,0.513735,-0.750882,0.532339
-0.763475,0.513735,-0.753761,0.507759
-0.760307,0.538473,-0.750882,0.532339
-0.765697,0.569817,-0.752237,0.588893
-0.765697,0.569817,-0.756561,0.563525
-0.773010,0.634393,-0.757209,0.653173
-0.773010,0.634393,-0.764452,0.627787
-0.764452,0.627787,-0.755894,0.621181
-0.757209,0.653173,-0.740951,0.671559
-0.740951,0.671559,-0.724247,0.689541
-0.724247,0.689541,-0.707107,0.707107
-0.753761,0.507759,-0.744047,0.501782
-0.744047,0.501782,-0.734334,0.495806
-0.693683,0.401222,-0.684901,0.419028
-0.693683,0.401222,-0.684127,0.396349
-0.684127,0.396349,-0.674571,0.391476
-0.674571,0.391476,-0.665015,0.386603
-0.694177,0.424046,-0.685115,0.441997
-0.694177,0.424046,-0.684901,0.419028
-0.665015,0.386603,-0.655459,0.381730
-0.645903,0.376856,-0.638522,0.393935
-0.655459,0.381730,-0.645903,0.376856
-0.638522,0.393935,-0.629247,0.388917
-0.629247,0.388917,-0.619971,0.383898
-0.619971,0.383898,-0.610695,0.378880
-0.601419,0.373861,-0.595161,0.390358
-0.610695,0.378880,-0.601419,0.373861
-0.595161,0.390358,-0.586165,0.385194
-0.577170,0.380030,-0.571472,0.396237
-0.586165,0.385194,-0.577170,0.380030
-0.571472,0.396237,-0.565774,0.412443
-0.565774,0.412443,-0.560076,0.428650
-0.560076,0.428650,-0.554378,0.444856
-0.554378,0.444856,-0.548680,0.461063
-0.548680,0.461063,-0.542982,0.477269
-0.550295,0.483305,-0.542982,0.477269
-0.550295,0.483305,-0.544317,0.499657
-0.544317,0.499657,-0.538339,0.516009
-0.538339,0.516009,-0.532360,0.532360
-0.707107,0.707107,-0.689541,0.724247
-0.689541,0.724247,-0.671559,0.740951
-0.671559,0.740951,-0.653173,0.757209
-0.653173,0.757209,-0.634393,0.773010
-0.634393,0.773010,-0.615232,0.788346
-0.615232,0.788346,-0.595699,0.803208
-0.595699,0.803208,-0.575808,0.817585
-0.575808,0.817585,-0.555570,0.831470
-0.555570,0.831470,-0.534998,0.844854
-0.534998,0.844854,-0.514103,0.857729
